id,name,symbol,price_eur,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,max_supply,circulating_supply,infinite_supply
11419,Toncoin,TON,4.60104528957725,-0.0497577,-2.91424405,-5.67238898,2024-10-26T09:59:05.000Z,,2541865601.731362,True
1,Bitcoin,BTC,61793.93544365101,-0.13713581,-2.27755216,-2.26555283,2024-10-26T14:59:05.000Z,21000000.0,19773265.0,False
1027,Ethereum,ETH,2263.311041084952,-0.76737136,-3.80841771,-7.72401041,2024-10-26T14:59:05.000Z,,120399251.19061369,True
825,Tether USDt,USDT,0.9245970091469228,-0.00411658,-0.08286946,-0.12225685,2024-10-26T14:59:05.000Z,,120304469780.02702,True
1839,BNB,BNB,536.4727158505943,-0.20632322,-2.23708446,-3.11038509,2024-10-26T14:59:05.000Z,,145931154.26852828,False
5426,Solana,SOL,155.52799774645112,-0.0648336,-4.34568568,7.08370698,2024-10-26T14:59:05.000Z,,470195459.35380566,True
3408,USDC,USDC,0.9256517186118992,-0.00248549,-0.02001526,-0.00956833,2024-10-26T14:59:05.000Z,,34686292307.13899,False
52,XRP,XRP,0.4699428388504944,-0.59100469,-3.39544317,-6.89071577,2024-10-26T14:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1230792470759344,-0.50998391,-3.67533084,-9.10124399,2024-10-26T14:59:05.000Z,,146528756383.70505,True
1958,TRON,TRX,0.1519309267338146,-0.37818612,-1.24897062,4.1389404,2024-10-26T14:59:05.000Z,,86486094295.7915,True
11419,Toncoin,TON,4.490453567375638,-0.91447066,-3.46179742,-7.59771183,2024-10-26T14:59:05.000Z,,2541871972.391581,True
1,Bitcoin,BTC,62120.49362730109,0.18285603,0.36416361,-1.57863822,2024-10-26T19:59:05.000Z,21000000.0,19773359.0,False
1027,Ethereum,ETH,2299.1559935336154,0.20990389,0.34176539,-5.99596762,2024-10-26T19:59:05.000Z,,120399251.19061369,True
825,Tether USDt,USDT,0.9246408989151348,0.0057186,0.04284472,-0.12843662,2024-10-26T19:59:05.000Z,,120304469780.02702,True
1839,BNB,BNB,541.4415438715042,0.18624065,0.01776674,-2.04344164,2024-10-26T19:59:05.000Z,,145931144.37628806,False
5426,Solana,SOL,158.66895583128874,0.92188947,1.96323745,9.59313235,2024-10-26T19:59:05.000Z,,470192874.2871848,True
3408,USDC,USDC,0.9258529007073022,0.01650447,0.01267388,0.0088385,2024-10-26T19:59:05.000Z,,34674129808.73681,False
52,XRP,XRP,0.4744350019709554,0.17234025,-0.39556807,-5.37905054,2024-10-26T19:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1260082440972443,0.17960202,0.86361513,-2.77085391,2024-10-26T19:59:05.000Z,,146531516383.7052,True
1958,TRON,TRX,0.1521646790377073,0.1109772,-0.11161032,4.71536114,2024-10-26T19:59:05.000Z,,86485270748.68863,True
11419,Toncoin,TON,4.560464669786883,0.27675812,-0.24768711,-6.17182706,2024-10-26T19:59:05.000Z,,2541871972.391581,True
1,Bitcoin,BTC,62109.79778862501,0.00850207,0.04013838,-1.64047123,2024-10-27T05:59:04.000Z,21000000.0,19773575.0,False
1027,Ethereum,ETH,2295.458839052899,0.07135782,0.45629665,-6.0896733,2024-10-27T05:59:04.000Z,,120401221.98690905,True
825,Tether USDt,USDT,0.9245629442232676,0.000302,-0.01118186,-0.12622235,2024-10-27T05:59:04.000Z,,120304469780.02702,True
1839,BNB,BNB,541.060257317328,-0.06145428,0.3743507,-1.91994539,2024-10-27T05:59:04.000Z,,145931129.43100202,False
5426,Solana,SOL,159.7129319431962,0.08893238,3.51147402,8.21167909,2024-10-27T05:59:04.000Z,,470185293.111804,True
3408,USDC,USDC,0.9256842835909964,-0.00187178,-0.01788581,-0.00736926,2024-10-27T05:59:04.000Z,,34679222020.10455,False
52,XRP,XRP,0.4763488885779533,-0.00516031,0.35448203,-5.01186166,2024-10-27T05:59:04.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1276005659201473,-0.19314972,3.00070579,-2.29642711,2024-10-27T05:59:04.000Z,,146537286383.70523,True
1958,TRON,TRX,0.1536373565976898,0.23272876,1.11528221,6.12826369,2024-10-27T05:59:04.000Z,,86485570415.46536,True
11419,Toncoin,TON,4.569635258500075,0.32619518,0.2289072,-6.44175451,2024-10-27T05:59:04.000Z,,2541914959.0467944,True
1,Bitcoin,BTC,62044.02771261898,-0.06646025,0.05218278,-1.98717145,2024-10-27T10:59:05.000Z,21000000.0,19773643.0,False
1027,Ethereum,ETH,2281.631161592288,-0.1398373,-0.07998498,-6.86554195,2024-10-27T10:59:05.000Z,,120401221.98690905,True
825,Tether USDt,USDT,0.9247134549938046,0.01390265,-0.00746978,-0.11385468,2024-10-27T10:59:05.000Z,,120339320858.66383,True
1839,BNB,BNB,538.3963238520938,-0.15246369,-0.18914022,-2.48639888,2024-10-27T10:59:05.000Z,,145931118.52428618,False
5426,Solana,SOL,160.79541988455205,-0.28520036,2.66491937,9.40837807,2024-10-27T10:59:05.000Z,,470182003.1359573,True
3408,USDC,USDC,0.9258802977513398,0.01709864,0.01392877,0.00802088,2024-10-27T10:59:05.000Z,,34673231722.01948,False
52,XRP,XRP,0.4729826047708493,-0.10293147,-0.52421177,-5.30211263,2024-10-27T10:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1265550015075764,-0.32752716,1.39365333,-4.08990455,2024-10-27T10:59:05.000Z,,146540186383.7052,True
1958,TRON,TRX,0.1530054261533536,-0.1349373,0.15446443,5.70456374,2024-10-27T10:59:05.000Z,,86485126777.23857,True
11419,Toncoin,TON,4.563672224741202,-0.23557288,-0.36654688,-6.40612276,2024-10-27T10:59:05.000Z,,2541926181.427556,True
1,Bitcoin,BTC,62662.90201120296,0.10533073,1.33665156,-1.33458703,2024-10-27T15:59:05.000Z,21000000.0,19773725.0,False
1027,Ethereum,ETH,2311.764452813708,0.29095297,1.78860599,-7.71563526,2024-10-27T15:59:05.000Z,,120401221.98690905,True
825,Tether USDt,USDT,0.9248935922702868,0.01816109,0.02543975,-0.05462552,2024-10-27T15:59:05.000Z,,120339320858.66383,True
1839,BNB,BNB,543.0854385178923,0.11526848,1.14207459,-2.07201676,2024-10-27T15:59:05.000Z,,145931106.87726918,False
5426,Solana,SOL,162.67180726828104,-0.36109277,4.3344934,9.86131976,2024-10-27T15:59:05.000Z,,470178420.9481669,True
3408,USDC,USDC,0.9259460874192048,0.02445278,0.0170942,0.03267721,2024-10-27T15:59:05.000Z,,34683105816.00345,False
52,XRP,XRP,0.4779572114095909,0.23869683,1.46654092,-5.11510591,2024-10-27T15:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1303420208461011,0.93621431,5.5025722,1.62468693,2024-10-27T15:59:05.000Z,,146542866383.70523,True
1958,TRON,TRX,0.1533966626507256,0.21140735,1.15917001,5.82674987,2024-10-27T15:59:05.000Z,,86484060660.12526,True
11419,Toncoin,TON,4.5722339006141866,0.16470958,1.37593198,-6.60325592,2024-10-27T15:59:05.000Z,,2541937134.25994,True
1,Bitcoin,BTC,62710.32363641315,-0.03703654,0.81949632,-1.68239383,2024-10-27T20:58:05.000Z,21000000.0,19773853.0,False
1027,Ethereum,ETH,2305.779554461779,-0.02796528,0.0611886,-8.341517,2024-10-27T20:58:05.000Z,,120401221.98690905,True
825,Tether USDt,USDT,0.925247878213152,0.01284705,0.02600509,-0.08344758,2024-10-27T20:58:05.000Z,,120339320858.66383,True
1839,BNB,BNB,542.7326302956117,-0.03833778,0.33905471,-2.40597654,2024-10-27T20:58:05.000Z,,145931097.9963955,False
5426,Solana,SOL,163.70055592907138,-0.14525632,2.63156284,8.6202289,2024-10-27T20:58:05.000Z,,470174817.58459777,True
3408,USDC,USDC,0.9263795804403672,0.0170512,0.02691316,0.01701706,2024-10-27T20:58:05.000Z,,34674256078.951546,False
52,XRP,XRP,0.4757593105602299,-0.13958842,0.21857802,-5.72255848,2024-10-27T20:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1303202288793615,-0.27125538,3.28416431,-0.55526111,2024-10-27T20:58:05.000Z,,146545686383.70523,True
1958,TRON,TRX,0.1522275265182679,-0.18788044,-0.18944507,4.84765014,2024-10-27T20:58:05.000Z,,86483520280.69989,True
11419,Toncoin,TON,4.56306734052703,0.02703983,0.05423271,-7.42252737,2024-10-27T20:58:05.000Z,,2543617345.112604,True
1,Bitcoin,BTC,62863.496405817976,0.21246673,1.09818699,-1.73603209,2024-10-28T05:58:05.000Z,21000000.0,19774068.0,False
1027,Ethereum,ETH,2302.657816384468,0.07058997,0.19933648,-9.22672385,2024-10-28T05:58:05.000Z,,120403276.30720387,True
825,Tether USDt,USDT,0.9257327805249552,-0.01139873,0.01245997,-0.12745849,2024-10-28T05:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,544.7050606044493,0.1809421,0.55894902,-3.11732973,2024-10-28T05:58:05.000Z,,145931083.45166147,False
5426,Solana,SOL,161.49876755112024,-0.49895252,1.00295511,2.69318717,2024-10-28T05:58:05.000Z,,470289436.0111049,True
3408,USDC,USDC,0.926838472893273,-0.0113047,0.01061848,-0.022054,2024-10-28T05:58:05.000Z,,34647514544.1725,False
52,XRP,XRP,0.4756180387464187,0.0713595,-0.26717709,-6.31464594,2024-10-28T05:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1328417208672468,-0.75696992,4.01032452,-3.45736332,2024-10-28T05:58:05.000Z,,146550856383.7052,True
1958,TRON,TRX,0.1512112722823281,-0.12890109,-1.69122341,4.58582551,2024-10-28T05:58:05.000Z,,86483536630.17041,True
11419,Toncoin,TON,4.596733619649373,0.17548031,0.47840924,-7.48766537,2024-10-28T05:58:05.000Z,,2543646660.22475,True
1,Bitcoin,BTC,63424.27219760878,0.14257882,2.37324922,0.44431276,2024-10-28T10:59:05.000Z,21000000.0,19774193.0,False
1027,Ethereum,ETH,2339.4783935760083,-0.1926081,2.67500918,-6.48584939,2024-10-28T10:59:05.000Z,,120403276.30720387,True
825,Tether USDt,USDT,0.9234470548297032,0.00958474,0.00897178,-0.04906231,2024-10-28T10:59:05.000Z,,120339320856.06236,True
1839,BNB,BNB,548.468112408367,-0.05097221,1.99650305,-2.32597281,2024-10-28T10:59:05.000Z,,145931072.4122259,False
5426,Solana,SOL,164.1445842814958,0.16537204,2.22055652,6.74337251,2024-10-28T10:59:05.000Z,,470287841.8676295,True
3408,USDC,USDC,0.9245357946154936,0.0172926,0.00646712,0.02269593,2024-10-28T10:59:05.000Z,,34688935024.728355,False
52,XRP,XRP,0.4790533193896474,-0.05060461,1.41280485,-7.18405109,2024-10-28T10:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1343957103324752,1.24261444,6.32587171,0.16365779,2024-10-28T10:59:05.000Z,,146553686383.7052,True
1958,TRON,TRX,0.1512970708646117,-0.04975555,-0.97116917,4.05956282,2024-10-28T10:59:05.000Z,,86482038331.05487,True
11419,Toncoin,TON,4.6160754520259255,0.04566959,1.28075224,-5.62433183,2024-10-28T10:59:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,63283.03699496895,-0.66140195,1.1388161,2.09195302,2024-10-28T15:58:05.000Z,21000000.0,19774287.0,False
1027,Ethereum,ETH,2312.7392430334803,-0.93706416,0.19566098,-6.37397531,2024-10-28T15:58:05.000Z,,120403276.30720387,True
825,Tether USDt,USDT,0.923559402687739,-0.0022026,-0.00284899,-0.04459201,2024-10-28T15:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,546.3018784808909,-0.48110956,0.73367853,-0.56612867,2024-10-28T15:58:05.000Z,,145931056.44672516,False
5426,Solana,SOL,160.751961675524,-0.64641552,-1.06970365,5.7256752,2024-10-28T15:58:05.000Z,,470284495.8378229,True
3408,USDC,USDC,0.9242395955726556,-0.01904803,-0.03331423,0.00202354,2024-10-28T15:58:05.000Z,,34697178214.79424,False
52,XRP,XRP,0.4755584863277929,-0.51622601,-0.3385952,-5.66473934,2024-10-28T15:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1368015579583012,-1.45806913,5.06553706,5.77345977,2024-10-28T15:58:05.000Z,,146556576383.70526,True
1958,TRON,TRX,0.1511090180893267,-0.16995163,-1.34157808,3.65565028,2024-10-28T15:58:05.000Z,,86479895683.98041,True
11419,Toncoin,TON,4.618923309881528,0.3853771,1.16262621,-3.90545415,2024-10-28T15:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,64302.24902232457,0.06677406,2.70273677,2.68824738,2024-10-28T20:58:05.000Z,21000000.0,19774403.0,False
1027,Ethereum,ETH,2325.618233813786,0.53980015,1.02190075,-5.98790502,2024-10-28T20:58:05.000Z,,120403276.30720387,True
825,Tether USDt,USDT,0.9246022088689396,-0.00747026,0.10297924,0.01168021,2024-10-28T20:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,552.5789352436595,0.31666488,1.97724802,-0.15514626,2024-10-28T20:58:05.000Z,,145931044.9405996,False
5426,Solana,SOL,163.02195065183162,0.16045765,-0.2550707,5.97091256,2024-10-28T20:58:05.000Z,,470279857.928736,True
3408,USDC,USDC,0.9249133922082656,-0.00187897,0.01666793,0.0142924,2024-10-28T20:58:05.000Z,,34724003361.27081,False
52,XRP,XRP,0.4791723820336758,0.16316426,0.87540748,-5.25224294,2024-10-28T20:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1452638027761857,-1.07419736,11.5828632,8.63534685,2024-10-28T20:58:05.000Z,,146559406383.7052,True
1958,TRON,TRX,0.1515331326858431,-0.0633786,-0.29740367,3.41947698,2024-10-28T20:58:05.000Z,,86478570172.7041,True
11419,Toncoin,TON,4.6303899040597445,0.21318159,1.63241872,-4.21447472,2024-10-28T20:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,65662.65625042301,0.02948786,4.67047172,5.11683377,2024-10-29T05:58:05.000Z,21000000.0,19774603.0,False
1027,Ethereum,ETH,2420.779926586918,-0.04518008,5.34894021,-1.04410472,2024-10-29T05:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9242080391343892,0.01495604,0.04338225,-0.0235247,2024-10-29T05:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,559.7966034731339,0.03960672,2.98479658,1.20293344,2024-10-29T05:58:05.000Z,,145931026.1186762,False
5426,Solana,SOL,167.07928675168017,-0.48264419,3.67109047,7.23292953,2024-10-29T05:58:05.000Z,,470272428.8086961,True
3408,USDC,USDC,0.9250149537923952,0.01263092,0.01127574,0.0231006,2024-10-29T05:58:05.000Z,,34684746614.320816,False
52,XRP,XRP,0.4836134926477025,-0.10345667,1.89300202,-3.84823379,2024-10-29T05:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1521258905995491,-0.34590389,14.75534088,12.75779025,2024-10-29T05:58:05.000Z,,146564566383.70526,True
1958,TRON,TRX,0.1517899456879222,0.00402188,0.59192161,3.22927171,2024-10-29T05:58:05.000Z,,86478277291.52896,True
11419,Toncoin,TON,4.650073396424312,-0.43459302,1.37123493,-4.04137408,2024-10-29T05:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,65824.00445251251,-0.11034346,3.7538045,5.90051932,2024-10-29T10:58:05.000Z,21000000.0,19774696.0,False
1027,Ethereum,ETH,2435.3763783283985,0.36944014,4.11331148,-0.01850255,2024-10-29T10:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9249120306513668,0.01527621,0.0574671,0.01344063,2024-10-29T10:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,561.177137651358,0.09135538,2.18977234,2.4623499,2024-10-29T10:58:05.000Z,,145931013.32390812,False
5426,Solana,SOL,167.4266907960697,0.02488708,2.01549537,8.81356966,2024-10-29T10:58:05.000Z,,470269734.187674,True
3408,USDC,USDC,0.925451242208047,-0.00334201,0.00096508,0.01650258,2024-10-29T10:58:05.000Z,,34703861701.65579,False
52,XRP,XRP,0.4847520488475004,0.04302407,1.08705688,-2.22615653,2024-10-29T10:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1532196086497989,0.51622572,13.72604296,15.64336159,2024-10-29T10:58:05.000Z,,146567366383.70523,True
1958,TRON,TRX,0.1519977917545583,0.13780765,0.39139248,3.01853953,2024-10-29T10:58:05.000Z,,86476730810.99115,True
11419,Toncoin,TON,4.631668768034918,-0.3303038,0.26380734,-4.38447859,2024-10-29T10:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,66130.25118166827,0.39330253,3.99883689,6.16021846,2024-10-29T11:58:05.000Z,21000000.0,19774737.0,False
1027,Ethereum,ETH,2433.885424048409,-0.14695566,4.12287287,-0.15198152,2024-10-29T11:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.925543271497312,0.0204211,0.06896507,0.02587624,2024-10-29T11:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,561.5972610336221,0.00486848,2.14252753,1.72408486,2024-10-29T11:58:05.000Z,,145931010.7186139,False
5426,Solana,SOL,167.3401744908703,-0.13053864,2.29333529,7.58264316,2024-10-29T11:58:05.000Z,,470269241.8206412,True
3408,USDC,USDC,0.9260653757510424,0.01717557,0.00838811,0.01523515,2024-10-29T11:58:05.000Z,,34698852801.83887,False
52,XRP,XRP,0.4865604149145496,0.32545827,1.16700648,-1.54354352,2024-10-29T11:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.15431140529268,0.62434852,14.36112083,16.9332332,2024-10-29T11:58:05.000Z,,146567956383.70526,True
1958,TRON,TRX,0.1520444313813585,-0.01368579,0.40838989,2.86296199,2024-10-29T11:58:05.000Z,,86476326478.05032,True
11419,Toncoin,TON,4.634338670716296,-0.04794176,0.44911881,-4.50602563,2024-10-29T11:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,65937.32922582996,-0.45993792,3.14208161,6.06130663,2024-10-29T12:58:05.000Z,21000000.0,19774737.0,False
1027,Ethereum,ETH,2427.834420381517,-0.40957953,3.65176134,-0.27828627,2024-10-29T12:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9271137606447416,-0.0084796,0.05540285,0.00273324,2024-10-29T12:58:05.000Z,,120339320856.06236,True
1839,BNB,BNB,560.9736991137543,-0.28869692,1.597556,1.7416828,2024-10-29T12:58:05.000Z,,145931007.4169121,False
5426,Solana,SOL,166.4237007879673,-0.72455772,1.06748341,7.6207297,2024-10-29T12:58:05.000Z,,470268481.9442364,True
3408,USDC,USDC,0.9275347448384264,-0.019475,-0.02315434,-0.00160504,2024-10-29T12:58:05.000Z,,34694974160.10773,False
52,XRP,XRP,0.4863630362445985,-0.20236089,0.72994023,-1.73468011,2024-10-29T12:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1536435479456278,-0.6042744,12.39660412,17.44697399,2024-10-29T12:58:05.000Z,,146568506383.70526,True
1958,TRON,TRX,0.152456263352938,0.09403601,0.44004918,2.94245666,2024-10-29T12:58:05.000Z,,86475920555.29512,True
11419,Toncoin,TON,4.646125505179101,0.0760238,0.50522839,-4.29000796,2024-10-29T12:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,66458.32052184003,0.87559929,4.04239302,7.17719585,2024-10-29T13:58:05.000Z,21000000.0,19774756.0,False
1027,Ethereum,ETH,2441.885754197183,0.66404899,4.63228102,0.69647734,2024-10-29T13:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9264493569417276,0.01539313,0.03577731,0.01038838,2024-10-29T13:58:05.000Z,,120245583212.678,True
1839,BNB,BNB,561.7671018149907,0.24739426,1.9748812,2.39944179,2024-10-29T13:58:05.000Z,,145931004.62698862,False
5426,Solana,SOL,166.56664702702616,0.18499069,2.45557464,8.39589095,2024-10-29T13:58:05.000Z,,470267861.7471214,True
3408,USDC,USDC,0.9268809479798072,0.01014182,-0.01549235,0.00036009,2024-10-29T13:58:05.000Z,,34647740890.76649,False
52,XRP,XRP,0.4867940887007962,0.17350111,1.40234815,-1.15936336,2024-10-29T13:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1554002844491106,1.22915231,13.89361252,20.73639685,2024-10-29T13:58:05.000Z,,146569126383.70526,True
1958,TRON,TRX,0.1523288439545871,0.0011497,0.49186884,3.02467037,2024-10-29T13:58:05.000Z,,86475364904.14685,True
11419,Toncoin,TON,4.687442912884433,0.88775127,1.70060401,-2.91979726,2024-10-29T13:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,66525.13493854091,0.21352805,4.2695084,6.32979307,2024-10-29T14:58:05.000Z,21000000.0,19774771.0,False
1027,Ethereum,ETH,2435.5504591128647,-0.15274714,4.16516471,-0.2586996,2024-10-29T14:58:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9253991076675644,0.01267451,0.04503135,0.02335469,2024-10-29T14:58:05.000Z,,120245583212.678,True
1839,BNB,BNB,561.4723255537353,0.09761601,2.12734341,1.55073292,2024-10-29T14:58:05.000Z,,145930999.98308697,False
5426,Solana,SOL,166.0294136119114,-0.20540083,2.45971445,5.54561002,2024-10-29T14:58:05.000Z,,470267262.4009788,True
3408,USDC,USDC,0.9257866428377556,-0.00240422,-0.00357904,0.02462683,2024-10-29T14:58:05.000Z,,34636238862.55916,False
52,XRP,XRP,0.4866148844937517,0.09243037,1.64231627,-1.64952946,2024-10-29T14:58:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1560023991405204,0.60652982,12.20240092,20.02981374,2024-10-29T14:58:05.000Z,,146569706383.70523,True
1958,TRON,TRX,0.152764669852532,0.42729986,0.77079207,3.19545229,2024-10-29T14:58:05.000Z,,86474828919.56543,True
11419,Toncoin,TON,4.653042139998362,-0.72976916,0.97352953,-4.38738663,2024-10-29T14:58:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,67040.8117043681,0.72774822,5.75166298,7.57325455,2024-10-29T15:59:05.000Z,21000000.0,19774818.0,False
1027,Ethereum,ETH,2453.551499338941,0.72331596,5.96461573,0.97357996,2024-10-29T15:59:05.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9259725672696398,0.02670676,0.04832567,0.05423554,2024-10-29T15:59:05.000Z,,120245583212.678,True
1839,BNB,BNB,563.9635767235889,0.41647186,3.06574713,1.99408859,2024-10-29T15:59:05.000Z,,145930995.7300907,False
5426,Solana,SOL,167.2697828002968,0.75024471,4.03530332,7.43287236,2024-10-29T15:59:05.000Z,,470266701.73859257,True
3408,USDC,USDC,0.9262032685292236,0.00953019,0.00303132,0.03030853,2024-10-29T15:59:05.000Z,,34582843757.28379,False
52,XRP,XRP,0.4865575439810501,-0.03018925,2.21007007,-1.56274432,2024-10-29T15:59:05.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1592027516755923,2.1971672,16.34064969,23.22422873,2024-10-29T15:59:05.000Z,,146570176383.7052,True
1958,TRON,TRX,0.1532706629788442,-0.08392897,1.25100873,3.44445676,2024-10-29T15:59:05.000Z,,86474293751.04254,True
11419,Toncoin,TON,4.659323804941207,0.05887667,0.78050413,-4.03849829,2024-10-29T15:59:05.000Z,,2543651547.599724,True
1,Bitcoin,BTC,67622.98487241815,0.48732982,5.77404876,8.6167495,2024-10-29T18:58:02.000Z,21000000.0,19774859.0,False
1027,Ethereum,ETH,2462.6531385054004,0.17955035,6.41310561,1.60870114,2024-10-29T18:58:02.000Z,,120404808.8431041,True
825,Tether USDt,USDT,0.9245010599119913,-0.01410249,0.05256754,0.04104635,2024-10-29T18:58:02.000Z,,120245583212.67801,True
1839,BNB,BNB,563.4561120023878,0.04170235,2.93832052,2.67452667,2024-10-29T18:58:02.000Z,,145930987.4291415,False
5426,Solana,SOL,167.91365367077708,0.33327172,3.56439946,8.13914748,2024-10-29T18:58:02.000Z,,470264077.4106942,True
3408,USDC,USDC,0.9246230913004121,0.00046789,0.00506117,0.00215901,2024-10-29T18:58:02.000Z,,34745689881.92071,False
52,XRP,XRP,0.4902151647882328,0.24023353,3.07514468,-0.48271686,2024-10-29T18:58:02.000Z,100000000000.0,56811862950.0,False
74,Dogecoin,DOGE,0.1625326609918285,-0.68604099,15.2109196,26.01760428,2024-10-29T18:58:02.000Z,,146571906383.7052,True
1958,TRON,TRX,0.1533697329069633,0.01356674,1.32559276,3.60971301,2024-10-29T18:58:02.000Z,,86473156036.24684,True
11419,Toncoin,TON,4.737944246811263,0.68608114,2.98641154,-1.79292409,2024-10-29T18:58:02.000Z,,2543651547.599724,True
